Sorting,caseID,Activity Name,Timestamp
15483,1679,Purchase Requisition Created,2020-12-25 22:22:00
15484,1679,Purchase Order Reviewed,2020-12-25 22:22:00
15485,1679,Purchase Order Approved,2020-12-30 1:50:48
15486,1679,Order Placed with Vendor,2020-12-30 4:31:20
15487,1679,Vendor Ships Package from Warehouse,2020-12-30 8:22:16
15488,1679,Package Picked Up by Carrier,2020-12-31 11:57:48
15489,1679,Package Shipped by Sea,2021-01-01 17:12:11
15490,1679,Parcel Received at Customs,2021-01-14 7:47:12
15491,1679,Customs Approved,2021-01-14 22:56:45
15492,1679,Package Received at Store,2021-01-15 4:52:53
15493,1680,Purchase Requisition Created,2020-10-18 13:52:00
15494,1680,Purchase Order Reviewed,2020-10-18 13:52:00
15495,1680,Purchase Order Approved,2020-10-19 17:50:54
15496,1680,Negotiations with Vendor,2020-10-19 19:16:32
15497,1680,Order Placed with Vendor,2020-10-21 8:43:55
15498,1680,Vendor Ships Package from Warehouse,2020-10-21 16:09:03
15499,1680,Package Picked Up by Carrier,2020-10-23 15:12:36
15500,1680,Package Shipped by Sea,2020-10-25 1:39:04
15501,1680,Parcel Received at Customs,2020-11-12 17:43:50
15502,1680,Customs Approved,2020-11-13 13:52:00
15503,1680,Package Received at Warehouse,2020-11-13 17:09:29
15504,1680,Package Transferred to Store,2020-11-14 3:03:14
15505,1680,Package Received at Store,2020-11-15 7:50:10
15506,1681,Purchase Requisition Created,2021-04-22 18:38:00
15507,1681,Purchase Order Reviewed,2021-04-22 18:38:00
15508,1681,Purchase Order Approved,2021-04-25 2:32:47
15509,1681,Negotiations with Vendor,2021-04-25 5:45:22
15510,1681,Order Cancelled,2021-04-27 3:45:32
15511,1682,Purchase Requisition Created,2021-03-31 19:06:00
15512,1682,Purchase Order Reviewed,2021-03-31 19:06:00
15513,1682,Purchase Order Approved,2021-04-04 7:24:51
15514,1682,Negotiations with Vendor,2021-04-04 13:15:02
15515,1682,Order Cancelled,2021-04-06 10:45:52
15516,1683,Purchase Requisition Created,2021-08-29 0:12:00
15517,1683,Purchase Order Reviewed,2021-08-29 0:12:00
15518,1683,Purchase Order Approved,2021-08-31 4:16:04
15519,1683,Order Placed with Vendor,2021-08-31 8:56:05
15520,1683,Vendor Ships Package from Warehouse,2021-08-31 12:54:55
15521,1683,Package Picked Up by Carrier,2021-09-02 9:30:54
15522,1683,Package Shipped by Road,2021-09-03 13:03:45
15523,1683,Package Received at Store,2021-09-06 17:28:59
15524,1684,Purchase Requisition Created,2020-04-25 17:30:00
15525,1684,Purchase Order Reviewed,2020-04-25 17:30:00
15526,1684,Purchase Order Approved,2020-04-27 18:25:26
15527,1684,Order Placed with Vendor,2020-04-28 0:59:32
15528,1684,Vendor Ships Package from Warehouse,2020-04-28 3:14:02
15529,1684,Package Picked Up by Carrier,2020-05-01 4:16:26
15530,1684,Package Shipped by Sea,2020-05-02 4:09:25
15531,1684,Parcel Received at Customs,2020-05-22 2:30:48
15532,1684,Customs Approved,2020-05-22 17:25:28
15533,1684,Package Received at Store,2020-05-22 20:43:45
15534,1685,Purchase Requisition Created,2020-11-30 17:24:00
15535,1685,Purchase Order Reviewed,2020-11-30 17:24:00
15536,1685,Purchase Order Approved,2020-12-03 17:14:35
15537,1685,Order Placed with Vendor,2020-12-03 22:52:35
15538,1685,Vendor Ships Package from Warehouse,2020-12-04 6:30:35
15539,1685,Package Picked Up by Carrier,2020-12-06 15:17:32
15540,1685,Package Shipped by Road,2020-12-07 11:39:56
15541,1685,Package Received at Warehouse,2020-12-10 3:35:33
15542,1685,Package Transferred to Store,2020-12-10 11:24:56
15543,1685,Package Received at Store,2020-12-11 22:28:49
15544,1686,Purchase Requisition Created,2021-07-10 16:42:00
15545,1686,Purchase Order Reviewed,2021-07-10 16:42:00
15546,1686,Purchase Order Approved,2021-07-15 10:03:12
15547,1686,Order Placed with Vendor,2021-07-15 16:17:59
15548,1686,Vendor Ships Package from Warehouse,2021-07-15 21:38:44
15549,1686,Package Picked Up by Carrier,2021-07-18 2:59:51
15550,1686,Package Shipped by Air,2021-07-19 5:38:48
15551,1686,Parcel Received at Customs,2021-07-20 21:54:44
15552,1686,Customs Approved,2021-07-21 10:41:47
15553,1686,Package Received at Warehouse,2021-07-21 14:01:51
15554,1686,Package Transferred to Store,2021-07-21 22:21:18
15555,1686,Package Received at Store,2021-07-23 4:44:11
15556,1687,Purchase Requisition Created,2020-12-17 10:36:00
15557,1687,Purchase Order Reviewed,2020-12-17 10:36:00
15558,1687,Purchase Order Approved,2020-12-20 16:20:47
15559,1687,Negotiations with Vendor,2020-12-20 17:57:43
15560,1687,Order Cancelled,2020-12-24 20:36:17
15561,1688,Purchase Requisition Created,2020-07-12 12:08:00
15562,1688,Purchase Order Reviewed,2020-07-12 12:08:00
15563,1688,Purchase Order Approved,2020-07-16 10:19:14
15564,1688,Negotiations with Vendor,2020-07-16 12:54:42
15565,1688,Order Placed with Vendor,2020-07-18 1:07:07
15566,1688,Vendor Ships Package from Warehouse,2020-07-18 3:55:14
15567,1688,Order Cancelled,2020-07-21 16:53:07
15568,1689,Purchase Requisition Created,2020-03-31 2:10:00
15569,1689,Purchase Order Reviewed,2020-03-31 2:10:00
15570,1689,Purchase Order Approved,2020-04-03 15:15:03
15571,1689,Order Placed with Vendor,2020-04-03 21:22:25
15572,1689,Vendor Ships Package from Warehouse,2020-04-04 4:37:44
15573,1689,Package Picked Up by Carrier,2020-04-07 4:02:24
15574,1689,Package Shipped by Sea,2020-04-08 15:29:21
15575,1689,Parcel Received at Customs,2020-04-21 3:44:51
15576,1689,Customs Approved,2020-04-21 15:49:07
15577,1689,Package Received at Store,2020-04-21 20:43:48
15578,1690,Purchase Requisition Created,2020-11-02 21:20:00
15579,1690,Purchase Order Reviewed,2020-11-02 21:20:00
15580,1690,Purchase Order Approved,2020-11-06 17:46:43
15581,1690,Negotiations with Vendor,2020-11-06 21:17:23
15582,1690,Order Placed with Vendor,2020-11-10 16:15:05
15583,1690,Vendor Ships Package from Warehouse,2020-11-10 22:33:31
15584,1690,Package Picked Up by Carrier,2020-11-12 14:22:31
15585,1690,Package Shipped by Sea,2020-11-13 3:39:50
15586,1690,Parcel Received at Customs,2020-11-23 17:57:54
15587,1690,Customs Approved,2020-11-24 9:28:15
15588,1690,Package Received at Warehouse,2020-11-24 13:17:45
15589,1690,Package Transferred to Store,2020-11-24 21:43:31
15590,1690,Package Received at Store,2020-11-26 4:38:40
15591,1691,Purchase Requisition Created,2021-09-08 22:06:00
15592,1691,Purchase Order Reviewed,2021-09-08 22:06:00
15593,1691,Purchase Order Approved,2021-09-10 10:21:30
15594,1691,Negotiations with Vendor,2021-09-10 11:51:19
15595,1691,Order Cancelled,2021-09-15 2:51:25
15596,1692,Purchase Requisition Created,2021-08-18 5:28:00
15597,1692,Purchase Order Reviewed,2021-08-18 5:28:00
15598,1692,Purchase Order Approved,2021-08-20 11:59:02
15599,1692,Negotiations with Vendor,2021-08-20 17:36:26
15600,1692,Order Placed with Vendor,2021-08-23 7:47:56
15601,1692,Vendor Ships Package from Warehouse,2021-08-23 14:58:08
15602,1692,Package Picked Up by Carrier,2021-08-24 20:47:49
15603,1692,Package Shipped by Road,2021-08-25 8:53:41
15604,1692,Package Received at Store,2021-08-28 4:35:10
15605,1693,Purchase Requisition Created,2021-07-12 14:52:00
15606,1693,Purchase Order Reviewed,2021-07-12 14:52:00
15607,1693,Purchase Order Approved,2021-07-17 12:36:53
15608,1693,Negotiations with Vendor,2021-07-17 18:20:04
15609,1693,Order Placed with Vendor,2021-07-20 7:28:50
15610,1693,Vendor Ships Package from Warehouse,2021-07-20 9:47:41
15611,1693,Package Picked Up by Carrier,2021-07-21 14:35:25
15612,1693,Package Shipped by Sea,2021-07-22 23:01:53
15613,1693,Parcel Received at Customs,2021-08-10 7:53:36
15614,1693,Customs Denied,2021-08-10 23:28:58
15615,1693,Package Shipped Back to Vendor,2021-08-11 4:52:09
15616,1694,Purchase Requisition Created,2021-05-04 12:10:00
15617,1694,Purchase Order Reviewed,2021-05-04 12:10:00
15618,1694,Purchase Order Approved,2021-05-05 16:58:14
15619,1694,Order Placed with Vendor,2021-05-05 20:35:16
15620,1694,Vendor Ships Package from Warehouse,2021-05-05 23:31:09
15621,1694,Package Picked Up by Carrier,2021-05-07 3:28:01
15622,1694,Package Shipped by Road,2021-05-08 13:28:19
15623,1694,Changing Mode of Transport,2021-05-11 15:41:28
15624,1694,Package Shipped by Sea,2021-05-13 9:29:00
15625,1694,Parcel Received at Customs,2021-05-31 9:29:33
15626,1694,Customs Approved,2021-06-01 8:38:37
15627,1694,Package Received at Store,2021-06-01 14:05:37
15628,1695,Purchase Requisition Created,2020-05-01 21:44:00
15629,1695,Purchase Order Reviewed,2020-05-01 21:44:00
15630,1695,Purchase Order Approved,2020-05-05 12:43:52
15631,1695,Order Placed with Vendor,2020-05-05 15:21:02
15632,1695,Vendor Ships Package from Warehouse,2020-05-05 20:45:45
15633,1695,Package Picked Up by Carrier,2020-05-09 21:37:27
15634,1695,Package Shipped by Road,2020-05-11 1:46:14
15635,1695,Package Received at Warehouse,2020-05-14 6:11:16
15636,1695,Package Transferred to Store,2020-05-14 13:46:46
15637,1695,Package Received at Store,2020-05-15 18:19:54
15638,1696,Purchase Requisition Created,2021-08-29 0:50:00
15639,1696,Purchase Order Reviewed,2021-08-29 0:50:00
15640,1696,Purchase Order Approved,2021-09-02 5:13:20
15641,1696,Order Placed with Vendor,2021-09-02 10:07:42
15642,1696,Vendor Ships Package from Warehouse,2021-09-02 16:14:18
15643,1696,Package Picked Up by Carrier,2021-09-06 14:26:11
15644,1696,Package Shipped by Road,2021-09-07 18:00:44
15645,1696,Package Received at Warehouse,2021-09-10 19:37:35
15646,1696,Package Transferred to Store,2021-09-11 1:00:57
15647,1696,Package Received at Store,2021-09-12 3:14:55
15648,1697,Purchase Requisition Created,2021-03-16 21:50:00
15649,1697,Purchase Order Reviewed,2021-03-16 21:50:00
15650,1697,Purchased Order Denied,2021-03-18 18:46:11
15651,1698,Purchase Requisition Created,2020-02-02 12:28:00
15652,1698,Purchase Order Reviewed,2020-02-02 12:28:00
15653,1698,Purchase Order Approved,2020-02-05 21:46:35
15654,1698,Negotiations with Vendor,2020-02-06 0:35:15
15655,1698,Order Placed with Vendor,2020-02-10 10:04:22
15656,1698,Vendor Ships Package from Warehouse,2020-02-10 12:35:46
15657,1698,Package Picked Up by Carrier,2020-02-12 0:58:12
15658,1698,Package Shipped by Sea,2020-02-12 16:35:30
15659,1698,Parcel Received at Customs,2020-03-03 0:24:45
15660,1698,Customs Approved,2020-03-03 18:11:47
15661,1698,Package Received at Store,2020-03-03 22:58:45
15662,1699,Purchase Requisition Created,2021-04-04 7:26:00
15663,1699,Purchase Order Reviewed,2021-04-04 7:26:00
15664,1699,Purchase Order Approved,2021-04-06 15:36:11
15665,1699,Negotiations with Vendor,2021-04-06 20:43:17
15666,1699,Order Placed with Vendor,2021-04-10 5:15:29
15667,1699,Vendor Ships Package from Warehouse,2021-04-10 7:18:52
15668,1699,Package Picked Up by Carrier,2021-04-14 0:34:27
15669,1699,Package Shipped by Air,2021-04-14 18:01:04
15670,1699,Parcel Received at Customs,2021-04-16 7:25:39
15671,1699,Customs Approved,2021-04-17 4:00:26
15672,1699,Package Received at Store,2021-04-17 7:42:07
15673,1700,Purchase Requisition Created,2020-06-15 10:40:00
15674,1700,Purchase Order Reviewed,2020-06-15 10:40:00
15675,1700,Purchase Order Approved,2020-06-19 15:45:15
15676,1700,Negotiations with Vendor,2020-06-19 23:30:42
15677,1700,Order Placed with Vendor,2020-06-24 2:38:07
15678,1700,Vendor Ships Package from Warehouse,2020-06-24 8:33:55
15679,1700,Package Picked Up by Carrier,2020-06-26 22:25:36
15680,1700,Package Shipped by Road,2020-06-27 14:02:00
15681,1700,Package Received at Warehouse,2020-06-30 7:05:54
15682,1700,Package Transferred to Store,2020-06-30 14:22:48
15683,1700,Package Received at Store,2020-07-01 17:47:27
15684,1701,Purchase Requisition Created,2021-03-01 5:52:00
15685,1701,Purchase Order Reviewed,2021-03-01 5:52:00
15686,1701,Purchase Order Approved,2021-03-04 23:00:16
15687,1701,Order Placed with Vendor,2021-03-05 3:56:06
15688,1701,Vendor Ships Package from Warehouse,2021-03-05 6:02:34
15689,1701,Package Picked Up by Carrier,2021-03-09 3:53:38
15690,1701,Package Shipped by Sea,2021-03-09 19:57:14
15691,1701,Parcel Received at Customs,2021-03-22 22:43:58
15692,1701,Customs Denied,2021-03-23 19:17:31
15693,1701,Package Shipped Back to Vendor,2021-03-24 4:00:56
15694,1702,Purchase Requisition Created,2021-09-12 18:22:00
15695,1702,Purchase Order Reviewed,2021-09-12 18:22:00
15696,1702,Purchase Order Approved,2021-09-14 16:18:21
15697,1702,Order Placed with Vendor,2021-09-14 18:20:11
15698,1702,Vendor Ships Package from Warehouse,2021-09-14 23:12:20
15699,1702,Package Picked Up by Carrier,2021-09-19 1:10:51
15700,1702,Package Shipped by Road,2021-09-20 4:10:50
15701,1702,Package Received at Warehouse,2021-09-22 17:28:44
15702,1702,Package Transferred to Store,2021-09-23 0:32:53
15703,1702,Package Received at Store,2021-09-24 3:19:02
15704,1703,Purchase Requisition Created,2020-01-10 7:16:00
15705,1703,Purchase Order Reviewed,2020-01-10 7:16:00
15706,1703,Purchase Order Approved,2020-01-11 11:38:02
15707,1703,Negotiations with Vendor,2020-01-11 14:25:31
15708,1703,Order Cancelled,2020-01-13 21:16:30
15709,1704,Purchase Requisition Created,2021-03-26 18:12:00
15710,1704,Purchase Order Reviewed,2021-03-26 18:12:00
15711,1704,Purchase Order Approved,2021-03-29 8:35:48
15712,1704,Negotiations with Vendor,2021-03-29 11:14:37
15713,1704,Order Placed with Vendor,2021-04-01 17:36:02
15714,1704,Vendor Ships Package from Warehouse,2021-04-01 19:48:37
15715,1704,Package Picked Up by Carrier,2021-04-05 0:51:40
15716,1704,Package Shipped by Sea,2021-04-05 11:31:05
15717,1704,Parcel Received at Customs,2021-04-22 3:20:36
15718,1704,Customs Denied,2021-04-22 20:51:12
15719,1704,Package Shipped Back to Vendor,2021-04-23 8:44:41
15720,1705,Purchase Requisition Created,2021-12-27 8:40:00
15721,1705,Purchase Order Reviewed,2021-12-27 8:40:00
15722,1705,Purchase Order Approved,2021-12-31 18:19:40
15723,1705,Negotiations with Vendor,2021-12-31 21:31:07
15724,1705,Order Cancelled,2022-01-04 11:16:42
15725,1706,Purchase Requisition Created,2020-09-23 18:18:00
15726,1706,Purchase Order Reviewed,2020-09-23 18:18:00
15727,1706,Purchase Order Approved,2020-09-27 6:31:21
15728,1706,Order Placed with Vendor,2020-09-27 13:52:45
15729,1706,Vendor Ships Package from Warehouse,2020-09-27 18:38:53
15730,1706,Package Picked Up by Carrier,2020-09-30 8:16:09
15731,1706,Package Shipped by Sea,2020-10-01 5:43:23
15732,1706,Parcel Received at Customs,2020-10-17 10:27:22
15733,1706,Customs Approved,2020-10-18 0:07:04
15734,1706,Package Received at Store,2020-10-18 5:14:55
15735,1707,Purchase Requisition Created,2020-07-25 9:34:00
15736,1707,Purchase Order Reviewed,2020-07-25 9:34:00
15737,1707,Purchase Order Approved,2020-07-28 21:41:07
15738,1707,Order Placed with Vendor,2020-07-29 4:54:11
15739,1707,Vendor Ships Package from Warehouse,2020-07-29 7:54:10
15740,1707,Package Picked Up by Carrier,2020-07-31 15:22:59
15741,1707,Package Shipped by Air,2020-08-01 8:23:29
15742,1707,Parcel Received at Customs,2020-08-02 23:42:58
15743,1707,Customs Approved,2020-08-03 23:26:35
15744,1707,Package Received at Warehouse,2020-08-04 4:43:27
15745,1707,Package Transferred to Store,2020-08-04 11:23:16
15746,1707,Package Received at Store,2020-08-05 12:07:47
15747,1708,Purchase Requisition Created,2021-06-11 2:14:00
15748,1708,Purchase Order Reviewed,2021-06-11 2:14:00
15749,1708,Purchase Order Approved,2021-06-15 19:36:04
15750,1708,Negotiations with Vendor,2021-06-16 0:26:06
15751,1708,Order Placed with Vendor,2021-06-18 10:57:38
15752,1708,Vendor Ships Package from Warehouse,2021-06-18 16:49:10
15753,1708,Package Picked Up by Carrier,2021-06-20 13:36:46
15754,1708,Package Shipped by Sea,2021-06-21 21:37:33
15755,1708,Parcel Received at Customs,2021-07-08 19:52:21
15756,1708,Customs Approved,2021-07-09 12:14:20
15757,1708,Package Received at Store,2021-07-09 17:26:18
15758,1709,Purchase Requisition Created,2020-07-21 19:22:00
15759,1709,Purchase Order Reviewed,2020-07-21 19:22:00
15760,1709,Purchase Order Approved,2020-07-24 2:56:42
15761,1709,Order Placed with Vendor,2020-07-24 7:45:15
15762,1709,Vendor Ships Package from Warehouse,2020-07-24 12:50:31
15763,1709,Order Cancelled,2020-07-25 21:41:59
15764,1710,Purchase Requisition Created,2021-01-21 17:48:00
15765,1710,Purchase Order Reviewed,2021-01-21 17:48:00
15766,1710,Purchase Order Approved,2021-01-25 9:08:18
15767,1710,Order Placed with Vendor,2021-01-25 16:35:08
15768,1710,Vendor Ships Package from Warehouse,2021-01-25 20:08:47
15769,1710,Package Picked Up by Carrier,2021-01-28 14:24:46
15770,1710,Package Shipped by Sea,2021-01-29 20:27:05
15771,1710,Parcel Received at Customs,2021-02-15 21:35:40
15772,1710,Customs Approved,2021-02-16 15:30:51
15773,1710,Package Received at Warehouse,2021-02-16 18:43:33
15774,1710,Package Transferred to Store,2021-02-17 1:34:31
15775,1710,Package Received at Store,2021-02-18 11:14:57
15776,1711,Purchase Requisition Created,2020-06-16 23:22:00
15777,1711,Purchase Order Reviewed,2020-06-16 23:22:00
15778,1711,Purchase Order Approved,2020-06-18 4:24:41
15779,1711,Order Placed with Vendor,2020-06-18 9:31:12
15780,1711,Vendor Ships Package from Warehouse,2020-06-18 13:09:14
15781,1711,Package Picked Up by Carrier,2020-06-22 11:17:30
15782,1711,Package Shipped by Sea,2020-06-23 12:52:17
15783,1711,Parcel Received at Customs,2020-07-11 13:53:31
15784,1711,Customs Approved,2020-07-12 7:36:17
15785,1711,Package Received at Warehouse,2020-07-12 13:24:16
15786,1711,Package Transferred to Store,2020-07-12 23:20:55
15787,1711,Package Received at Store,2020-07-14 0:13:52
15788,1712,Purchase Requisition Created,2020-09-23 23:36:00
15789,1712,Purchase Order Reviewed,2020-09-23 23:36:00
15790,1712,Purchase Order Approved,2020-09-25 17:34:46
15791,1712,Negotiations with Vendor,2020-09-26 1:17:05
15792,1712,Order Placed with Vendor,2020-09-29 23:23:13
15793,1712,Vendor Ships Package from Warehouse,2020-09-30 3:55:10
15794,1712,Package Picked Up by Carrier,2020-10-04 12:45:01
15795,1712,Package Shipped by Sea,2020-10-05 15:21:45
15796,1712,Parcel Received at Customs,2020-10-22 1:03:26
15797,1712,Customs Denied,2020-10-22 18:35:17
15798,1712,Package Shipped Back to Vendor,2020-10-23 14:33:43
15799,1713,Purchase Requisition Created,2021-02-14 2:28:00
15800,1713,Purchase Order Reviewed,2021-02-14 2:28:00
15801,1713,Purchase Order Approved,2021-02-17 0:47:54
15802,1713,Order Placed with Vendor,2021-02-17 8:16:50
15803,1713,Vendor Ships Package from Warehouse,2021-02-17 10:45:31
15804,1713,Package Picked Up by Carrier,2021-02-20 20:51:05
15805,1713,Package Shipped by Sea,2021-02-21 14:58:52
15806,1713,Parcel Received at Customs,2021-03-13 1:28:32
15807,1713,Customs Approved,2021-03-13 15:25:02
15808,1713,Package Received at Warehouse,2021-03-13 18:51:23
15809,1713,Package Transferred to Store,2021-03-14 0:38:15
15810,1713,Package Received at Store,2021-03-15 9:18:30
15811,1714,Purchase Requisition Created,2021-10-10 19:54:00
15812,1714,Purchase Order Reviewed,2021-10-10 19:54:00
15813,1714,Purchase Order Approved,2021-10-14 14:21:01
15814,1714,Order Placed with Vendor,2021-10-14 16:22:49
15815,1714,Vendor Ships Package from Warehouse,2021-10-14 19:15:41
15816,1714,Package Picked Up by Carrier,2021-10-19 9:16:15
15817,1714,Package Shipped by Air,2021-10-20 18:11:40
15818,1714,Parcel Received at Customs,2021-10-22 11:40:39
15819,1714,Customs Denied,2021-10-22 23:43:24
15820,1714,Package Shipped Back to Vendor,2021-10-23 9:30:48
15821,1715,Purchase Requisition Created,2020-12-21 23:06:00
15822,1715,Purchase Order Reviewed,2020-12-21 23:06:00
15823,1715,Purchase Order Approved,2020-12-23 19:07:21
15824,1715,Order Placed with Vendor,2020-12-24 2:46:25
15825,1715,Vendor Ships Package from Warehouse,2020-12-24 8:38:22
15826,1715,Package Picked Up by Carrier,2020-12-29 5:08:25
15827,1715,Package Shipped by Sea,2020-12-30 9:40:34
15828,1715,Parcel Received at Customs,2021-01-18 18:23:02
15829,1715,Customs Approved,2021-01-19 10:46:26
15830,1715,Package Received at Store,2021-01-19 15:50:36
15831,1716,Purchase Requisition Created,2020-04-19 17:08:00
15832,1716,Purchase Order Reviewed,2020-04-19 17:08:00
15833,1716,Purchase Order Approved,2020-04-24 10:22:27
15834,1716,Negotiations with Vendor,2020-04-24 12:52:32
15835,1716,Order Placed with Vendor,2020-04-26 16:04:47
15836,1716,Vendor Ships Package from Warehouse,2020-04-26 22:10:28
15837,1716,Package Picked Up by Carrier,2020-04-27 22:55:05
15838,1716,Package Shipped by Road,2020-04-28 20:24:11
15839,1716,Package Received at Store,2020-05-02 0:21:41
15840,1717,Purchase Requisition Created,2021-08-27 22:18:00
15841,1717,Purchase Order Reviewed,2021-08-27 22:18:00
15842,1717,Purchase Order Approved,2021-09-01 1:10:14
15843,1717,Negotiations with Vendor,2021-09-01 7:20:40
15844,1717,Order Cancelled,2021-09-03 11:53:28
15845,1718,Purchase Requisition Created,2020-08-17 14:08:00
15846,1718,Purchase Order Reviewed,2020-08-17 14:08:00
15847,1718,Purchase Order Approved,2020-08-20 14:14:33
15848,1718,Negotiations with Vendor,2020-08-20 20:43:09
15849,1718,Order Cancelled,2020-08-22 8:46:31
15850,1719,Purchase Requisition Created,2020-08-13 14:20:00
15851,1719,Purchase Order Reviewed,2020-08-13 14:20:00
15852,1719,Purchase Order Approved,2020-08-15 16:04:30
15853,1719,Order Placed with Vendor,2020-08-15 21:58:58
15854,1719,Vendor Ships Package from Warehouse,2020-08-16 3:04:09
15855,1719,Package Picked Up by Carrier,2020-08-18 4:58:20
15856,1719,Package Shipped by Road,2020-08-18 17:09:31
15857,1719,Package Received at Store,2020-08-22 0:21:07
15858,1720,Purchase Requisition Created,2021-03-28 11:42:00
15859,1720,Purchase Order Reviewed,2021-03-28 11:42:00
15860,1720,Purchase Order Approved,2021-03-30 4:16:45
15861,1720,Negotiations with Vendor,2021-03-30 10:12:46
15862,1720,Order Placed with Vendor,2021-04-02 8:50:32
15863,1720,Vendor Ships Package from Warehouse,2021-04-02 13:32:05
15864,1720,Package Picked Up by Carrier,2021-04-04 19:18:56
15865,1720,Package Shipped by Air,2021-04-06 3:17:56
15866,1720,Parcel Received at Customs,2021-04-07 16:18:29
15867,1720,Customs Denied,2021-04-08 10:58:17
15868,1720,Package Shipped Back to Vendor,2021-04-08 17:54:26
15869,1721,Purchase Requisition Created,2020-07-19 17:50:00
15870,1721,Purchase Order Reviewed,2020-07-19 17:50:00
15871,1721,Purchase Order Approved,2020-07-21 11:31:38
15872,1721,Negotiations with Vendor,2020-07-21 19:20:23
15873,1721,Order Cancelled,2020-07-23 21:38:33
15874,1722,Purchase Requisition Created,2020-01-26 19:56:00
15875,1722,Purchase Order Reviewed,2020-01-26 19:56:00
15876,1722,Purchase Order Approved,2020-01-29 20:09:28
15877,1722,Order Placed with Vendor,2020-01-30 4:02:21
15878,1722,Vendor Ships Package from Warehouse,2020-01-30 8:13:02
15879,1722,Package Picked Up by Carrier,2020-02-01 19:01:56
15880,1722,Package Shipped by Sea,2020-02-03 4:05:15
15881,1722,Parcel Received at Customs,2020-02-15 1:19:27
15882,1722,Customs Approved,2020-02-15 20:48:48
15883,1722,Package Received at Warehouse,2020-02-16 1:34:52
15884,1722,Package Transferred to Store,2020-02-16 7:18:35
15885,1722,Package Received at Store,2020-02-17 11:36:32
15886,1723,Purchase Requisition Created,2020-01-04 7:32:00
15887,1723,Purchase Order Reviewed,2020-01-04 7:32:00
15888,1723,Purchase Order Approved,2020-01-06 8:48:13
15889,1723,Order Placed with Vendor,2020-01-06 14:12:22
15890,1723,Vendor Ships Package from Warehouse,2020-01-06 17:01:39
15891,1723,Package Picked Up by Carrier,2020-01-08 13:20:58
15892,1723,Package Shipped by Sea,2020-01-09 6:38:08
15893,1723,Parcel Received at Customs,2020-01-28 23:02:25
15894,1723,Customs Approved,2020-01-29 14:27:06
15895,1723,Package Received at Warehouse,2020-01-29 18:01:17
15896,1723,Package Transferred to Store,2020-01-30 1:12:10
15897,1723,Package Received at Store,2020-01-31 3:09:07
15898,1724,Purchase Requisition Created,2020-02-21 19:06:00
15899,1724,Purchase Order Reviewed,2020-02-21 19:06:00
15900,1724,Purchase Order Approved,2020-02-23 3:57:13
15901,1724,Negotiations with Vendor,2020-02-23 6:59:39
15902,1724,Order Placed with Vendor,2020-02-27 9:36:59
15903,1724,Vendor Ships Package from Warehouse,2020-02-27 15:47:38
15904,1724,Package Picked Up by Carrier,2020-03-03 8:32:46
15905,1724,Package Shipped by Sea,2020-03-04 17:29:37
15906,1724,Parcel Received at Customs,2020-03-18 8:14:40
15907,1724,Customs Approved,2020-03-19 3:13:15
15908,1724,Package Received at Warehouse,2020-03-19 8:42:25
15909,1724,Package Transferred to Store,2020-03-19 17:25:18
15910,1724,Package Received at Store,2020-03-20 19:11:08
15911,1725,Purchase Requisition Created,2020-07-28 5:32:00
15912,1725,Purchase Order Reviewed,2020-07-28 5:32:00
15913,1725,Purchase Order Approved,2020-08-01 20:49:37
15914,1725,Order Placed with Vendor,2020-08-01 23:58:50
15915,1725,Vendor Ships Package from Warehouse,2020-08-02 2:18:36
15916,1725,Package Picked Up by Carrier,2020-08-05 12:11:16
15917,1725,Package Shipped by Sea,2020-08-06 23:45:37
15918,1725,Parcel Received at Customs,2020-08-24 9:21:14
15919,1725,Customs Approved,2020-08-25 2:40:47
15920,1725,Package Received at Store,2020-08-25 7:57:40
15921,1726,Purchase Requisition Created,2021-01-31 8:06:00
15922,1726,Purchase Order Reviewed,2021-01-31 8:06:00
15923,1726,Purchase Order Approved,2021-02-03 5:58:54
15924,1726,Negotiations with Vendor,2021-02-03 8:44:15
15925,1726,Order Placed with Vendor,2021-02-06 6:30:14
15926,1726,Vendor Ships Package from Warehouse,2021-02-06 12:43:03
15927,1726,Package Picked Up by Carrier,2021-02-07 22:20:24
15928,1726,Package Shipped by Sea,2021-02-08 15:06:03
15929,1726,Parcel Received at Customs,2021-02-24 8:00:58
15930,1726,Customs Approved,2021-02-24 22:04:41
15931,1726,Package Received at Warehouse,2021-02-25 3:38:06
15932,1726,Package Transferred to Store,2021-02-25 9:49:57
15933,1726,Package Received at Store,2021-02-26 13:31:08
15934,1727,Purchase Requisition Created,2021-05-08 0:32:00
15935,1727,Purchase Order Reviewed,2021-05-08 0:32:00
15936,1727,Purchase Order Approved,2021-05-09 3:36:48
15937,1727,Order Placed with Vendor,2021-05-09 9:06:41
15938,1727,Vendor Ships Package from Warehouse,2021-05-09 11:51:08
15939,1727,Package Picked Up by Carrier,2021-05-11 23:36:04
15940,1727,Package Shipped by Road,2021-05-13 3:09:34
15941,1727,Package Received at Warehouse,2021-05-16 8:40:32
15942,1727,Package Transferred to Store,2021-05-16 18:34:42
15943,1727,Package Received at Store,2021-05-17 22:00:36
15944,1728,Purchase Requisition Created,2021-05-16 3:50:00
15945,1728,Purchase Order Reviewed,2021-05-16 3:50:00
15946,1728,Purchase Order Approved,2021-05-17 11:16:57
15947,1728,Order Placed with Vendor,2021-05-17 17:50:58
