Sorting,caseID,Material Code,Material,Vendor,Amount Ordered
1254,1255,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.999255378
1255,1256,SI7017,Commodity Resins,Sunlight Industries,5.665176218
1256,1257,SI0179,Latex & Monomers,Sunlight Industries,63.62794737
1257,1258,CP5644,Specialty Resins,ColorPlus Manufacturing,36.34845318
1258,1259,CP5644,Specialty Resins,ColorPlus Manufacturing,28.97041358
1259,1260,CP5644,Specialty Resins,ColorPlus Manufacturing,29.92561346
1260,1261,PO9342,Packaging,Pioneer Packaging,10.41200287
1261,1262,SI9085,Additives,Sunlight Industries,38.73954972
1262,1263,CP7899,Pigments & Colorants,ColorPlus Manufacturing,98.31713515
1263,1264,CP5644,Specialty Resins,ColorPlus Manufacturing,39.14498991
1264,1265,SI0179,Latex & Monomers,Sunlight Industries,42.31891364
1265,1266,SI9085,Additives,Sunlight Industries,53.60079875
1266,1267,SI7017,Commodity Resins,Sunlight Industries,4.519377517
1267,1268,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.718230597
1268,1269,CP7899,Pigments & Colorants,ColorPlus Manufacturing,113.3536191
1269,1270,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.909163988
1270,1271,PO9342,Packaging,Pioneer Packaging,13.5119095
1271,1272,SI8599,Solvents,Sunlight Industries,32.02288764
1272,1273,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.050082403
1273,1274,CP5644,Specialty Resins,ColorPlus Manufacturing,15.5937223
1274,1275,SI0179,Latex & Monomers,Sunlight Industries,64.48747844
1275,1276,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.851098362
1276,1277,SI7017,Commodity Resins,Sunlight Industries,4.194676674
1277,1278,SI7017,Commodity Resins,Sunlight Industries,5.962554191
1278,1279,SI7017,Commodity Resins,Sunlight Industries,9.040585244
1279,1280,CP5644,Specialty Resins,ColorPlus Manufacturing,34.2195652
1280,1281,CP7899,Pigments & Colorants,ColorPlus Manufacturing,88.63852483
1281,1282,CP5644,Specialty Resins,ColorPlus Manufacturing,23.54605653
1282,1283,SI8599,Solvents,Sunlight Industries,45.7893852
1283,1284,CP5644,Specialty Resins,ColorPlus Manufacturing,43.9195096
1284,1285,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.5977158
1285,1286,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.96573054
1286,1287,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.21343525
1287,1288,PO9342,Packaging,Pioneer Packaging,20.29161844
1288,1289,PO9342,Packaging,Pioneer Packaging,12.32310294
1289,1290,CP7899,Pigments & Colorants,ColorPlus Manufacturing,104.5781215
1290,1291,SI8599,Solvents,Sunlight Industries,39.22749929
1291,1292,SI0179,Latex & Monomers,Sunlight Industries,52.51932692
1292,1293,CP7899,Pigments & Colorants,ColorPlus Manufacturing,108.2895419
1293,1294,SI0179,Latex & Monomers,Sunlight Industries,38.1282176
1294,1295,SI0179,Latex & Monomers,Sunlight Industries,45.05316074
1295,1296,PO9342,Packaging,Pioneer Packaging,12.57087125
1296,1297,CP5644,Specialty Resins,ColorPlus Manufacturing,39.10236153
1297,1298,SI0179,Latex & Monomers,Sunlight Industries,63.88917649
1298,1299,SI8599,Solvents,Sunlight Industries,39.97171124
1299,1300,SI8599,Solvents,Sunlight Industries,46.33372402
1300,1301,CP5644,Specialty Resins,ColorPlus Manufacturing,29.25131209
1301,1302,SI8599,Solvents,Sunlight Industries,28.32488254
1302,1303,SI0179,Latex & Monomers,Sunlight Industries,66.73401143
1303,1304,PO9342,Packaging,Pioneer Packaging,12.73034481
1304,1305,SI8599,Solvents,Sunlight Industries,46.04341145
1305,1306,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.251666813
1306,1307,CP5644,Specialty Resins,ColorPlus Manufacturing,23.835056
1307,1308,CP5644,Specialty Resins,ColorPlus Manufacturing,25.77816566
1308,1309,PO9342,Packaging,Pioneer Packaging,26.37610164
1309,1310,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.67969642
1310,1311,SI8599,Solvents,Sunlight Industries,58.70888631
1311,1312,PO9342,Packaging,Pioneer Packaging,20.64239417
1312,1313,CP7899,Pigments & Colorants,ColorPlus Manufacturing,67.77712912
1313,1314,CP7899,Pigments & Colorants,ColorPlus Manufacturing,111.9587175
1314,1315,SI7017,Commodity Resins,Sunlight Industries,3.009186067
1315,1316,CP7899,Pigments & Colorants,ColorPlus Manufacturing,85.77124088
1316,1317,SI8599,Solvents,Sunlight Industries,40.07837159
1317,1318,SI9085,Additives,Sunlight Industries,71.14100137
1318,1319,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.40445992
1319,1320,SI9085,Additives,Sunlight Industries,11.58889372
1320,1321,SI8599,Solvents,Sunlight Industries,52.64220041
1321,1322,SI8599,Solvents,Sunlight Industries,21.80433424
1322,1323,SI7017,Commodity Resins,Sunlight Industries,6.633557685
1323,1324,PO9342,Packaging,Pioneer Packaging,10.2575274
1324,1325,CP7899,Pigments & Colorants,ColorPlus Manufacturing,141.0148818
1325,1326,CP5644,Specialty Resins,ColorPlus Manufacturing,20.85685531
1326,1327,SI7017,Commodity Resins,Sunlight Industries,7.233667272
1327,1328,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.53531591
1328,1329,CP5644,Specialty Resins,ColorPlus Manufacturing,37.00361212
1329,1330,PO9342,Packaging,Pioneer Packaging,27.10588979
1330,1331,CP5644,Specialty Resins,ColorPlus Manufacturing,26.28838372
1331,1332,PO9342,Packaging,Pioneer Packaging,13.00188111
1332,1333,SI9085,Additives,Sunlight Industries,40.81890834
1333,1334,SI8599,Solvents,Sunlight Industries,57.53200447
1334,1335,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.40438439
1335,1336,CP7899,Pigments & Colorants,ColorPlus Manufacturing,110.6532624
1336,1337,PO9342,Packaging,Pioneer Packaging,16.88176014
1337,1338,CP5644,Specialty Resins,ColorPlus Manufacturing,17.97400684
1338,1339,CP5644,Specialty Resins,ColorPlus Manufacturing,21.63039334
1339,1340,SI8599,Solvents,Sunlight Industries,57.54714436
1340,1341,CP5644,Specialty Resins,ColorPlus Manufacturing,17.91355895
1341,1342,CP7899,Pigments & Colorants,ColorPlus Manufacturing,74.05493127
1342,1343,SI9085,Additives,Sunlight Industries,29.35400094
1343,1344,SI8599,Solvents,Sunlight Industries,44.53954761
1344,1345,SI8599,Solvents,Sunlight Industries,36.11272271
1345,1346,SI8599,Solvents,Sunlight Industries,28.0326094
1346,1347,PO9342,Packaging,Pioneer Packaging,21.44474329
1347,1348,SI9085,Additives,Sunlight Industries,52.54211818
1348,1349,CP7899,Pigments & Colorants,ColorPlus Manufacturing,146.6116278
1349,1350,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.423843483
1350,1351,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.302113841
1351,1352,SI9085,Additives,Sunlight Industries,48.42146616
1352,1353,CP7899,Pigments & Colorants,ColorPlus Manufacturing,146.789545
1353,1354,SI0179,Latex & Monomers,Sunlight Industries,85.74640575
1354,1355,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.108261119
1355,1356,SI7017,Commodity Resins,Sunlight Industries,8.84468899
1356,1357,PO9342,Packaging,Pioneer Packaging,26.50119966
1357,1358,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.125277052
1358,1359,CP5644,Specialty Resins,ColorPlus Manufacturing,42.41176447
1359,1360,PO9342,Packaging,Pioneer Packaging,19.00287811
1360,1361,CP5644,Specialty Resins,ColorPlus Manufacturing,40.30643339
1361,1362,CP7899,Pigments & Colorants,ColorPlus Manufacturing,45.78456678
1362,1363,PO9342,Packaging,Pioneer Packaging,16.5532337
1363,1364,PO9342,Packaging,Pioneer Packaging,15.1093864
1364,1365,CP7899,Pigments & Colorants,ColorPlus Manufacturing,41.86924614
1365,1366,SI7017,Commodity Resins,Sunlight Industries,9.764495247
1366,1367,SI7017,Commodity Resins,Sunlight Industries,4.953518592
1367,1368,PO9342,Packaging,Pioneer Packaging,23.70510084
1368,1369,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.23137979
1369,1370,SI9085,Additives,Sunlight Industries,13.44740642
1370,1371,SI9085,Additives,Sunlight Industries,40.50566542
1371,1372,SI8599,Solvents,Sunlight Industries,46.80021258
1372,1373,SI8599,Solvents,Sunlight Industries,56.20465561
1373,1374,SI7017,Commodity Resins,Sunlight Industries,7.911457512
1374,1375,CP7899,Pigments & Colorants,ColorPlus Manufacturing,31.25764201
1375,1376,SI7017,Commodity Resins,Sunlight Industries,9.551114782
1376,1377,SI8599,Solvents,Sunlight Industries,19.59451175
1377,1378,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.853069639
1378,1379,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.353306547
1379,1380,SI0179,Latex & Monomers,Sunlight Industries,55.2653951
1380,1381,CP7899,Pigments & Colorants,ColorPlus Manufacturing,104.8522794
1381,1382,SI9085,Additives,Sunlight Industries,43.50882198
1382,1383,CP7899,Pigments & Colorants,ColorPlus Manufacturing,138.5955108
1383,1384,CP7899,Pigments & Colorants,ColorPlus Manufacturing,38.33474517
1384,1385,CP5644,Specialty Resins,ColorPlus Manufacturing,37.42224816
1385,1386,SI9085,Additives,Sunlight Industries,39.68881422
1386,1387,CP7899,Pigments & Colorants,ColorPlus Manufacturing,95.91137095
1387,1388,CP7899,Pigments & Colorants,ColorPlus Manufacturing,33.71296483
1388,1389,CP7899,Pigments & Colorants,ColorPlus Manufacturing,63.39831745
1389,1390,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.01359868
1390,1391,SI8599,Solvents,Sunlight Industries,57.5769921
1391,1392,SI9085,Additives,Sunlight Industries,40.72749839
1392,1393,SI9085,Additives,Sunlight Industries,47.35544209
1393,1394,SI8599,Solvents,Sunlight Industries,43.43319273
1394,1395,CP7899,Pigments & Colorants,ColorPlus Manufacturing,36.73042815
1395,1396,SI8599,Solvents,Sunlight Industries,58.78020279
1396,1397,CP5644,Specialty Resins,ColorPlus Manufacturing,33.70698429
1397,1398,CP5644,Specialty Resins,ColorPlus Manufacturing,18.80530103
1398,1399,SI0179,Latex & Monomers,Sunlight Industries,97.54719349
1399,1400,SI7017,Commodity Resins,Sunlight Industries,9.698664909
1400,1401,PO9342,Packaging,Pioneer Packaging,14.74180203
1401,1402,SI8599,Solvents,Sunlight Industries,46.42850042
1402,1403,SI8599,Solvents,Sunlight Industries,27.06206624
1403,1404,SI0179,Latex & Monomers,Sunlight Industries,94.00695326
1404,1405,CP5644,Specialty Resins,ColorPlus Manufacturing,17.92470495
1405,1406,PO9342,Packaging,Pioneer Packaging,26.19957107
1406,1407,SI8599,Solvents,Sunlight Industries,33.39078226
1407,1408,PO9342,Packaging,Pioneer Packaging,20.74566797
1408,1409,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.341605948
1409,1410,SI8599,Solvents,Sunlight Industries,36.78121801
1410,1411,CP5644,Specialty Resins,ColorPlus Manufacturing,31.66896097
1411,1412,SI7017,Commodity Resins,Sunlight Industries,8.809142495
1412,1413,SI0179,Latex & Monomers,Sunlight Industries,31.8206498
1413,1414,CP5644,Specialty Resins,ColorPlus Manufacturing,26.69670426
1414,1415,SI7017,Commodity Resins,Sunlight Industries,3.026262141
1415,1416,PO9342,Packaging,Pioneer Packaging,14.44263577
1416,1417,SI7017,Commodity Resins,Sunlight Industries,4.945468435
1417,1418,SI0179,Latex & Monomers,Sunlight Industries,76.84307572
1418,1419,CP4560,Titanium Dioxides,ColorPlus Manufacturing,10.42569736
1419,1420,SI8599,Solvents,Sunlight Industries,46.00278069
1420,1421,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.914193912
1421,1422,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.79552958
1422,1423,PO9342,Packaging,Pioneer Packaging,26.65529805
1423,1424,CP7899,Pigments & Colorants,ColorPlus Manufacturing,91.09963135
1424,1425,CP5644,Specialty Resins,ColorPlus Manufacturing,23.02755898
1425,1426,SI8599,Solvents,Sunlight Industries,26.62851967
1426,1427,CP5644,Specialty Resins,ColorPlus Manufacturing,41.85467425
1427,1428,SI9085,Additives,Sunlight Industries,25.14766663
1428,1429,SI8599,Solvents,Sunlight Industries,50.88210011
1429,1430,SI7017,Commodity Resins,Sunlight Industries,3.457096909
1430,1431,SI9085,Additives,Sunlight Industries,26.92376113
1431,1432,CP5644,Specialty Resins,ColorPlus Manufacturing,15.72431568
1432,1433,CP5644,Specialty Resins,ColorPlus Manufacturing,40.212538
1433,1434,CP7899,Pigments & Colorants,ColorPlus Manufacturing,136.3717357
1434,1435,CP5644,Specialty Resins,ColorPlus Manufacturing,23.68658709
1435,1436,SI9085,Additives,Sunlight Industries,56.38478765
1436,1437,SI9085,Additives,Sunlight Industries,40.02003585
1437,1438,PO9342,Packaging,Pioneer Packaging,13.46294034
1438,1439,SI9085,Additives,Sunlight Industries,19.23709187
1439,1440,CP5644,Specialty Resins,ColorPlus Manufacturing,21.72333904
1440,1441,SI7017,Commodity Resins,Sunlight Industries,5.851698818
1441,1442,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.60227806
1442,1443,SI8599,Solvents,Sunlight Industries,16.62461897
1443,1444,SI7017,Commodity Resins,Sunlight Industries,9.721867101
1444,1445,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.995950855
1445,1446,SI0179,Latex & Monomers,Sunlight Industries,69.08885685
1446,1447,PO9342,Packaging,Pioneer Packaging,16.86155862
1447,1448,CP5644,Specialty Resins,ColorPlus Manufacturing,21.93813249
1448,1449,SI7017,Commodity Resins,Sunlight Industries,9.787734679
1449,1450,CP7899,Pigments & Colorants,ColorPlus Manufacturing,142.6647527
1450,1451,CP7899,Pigments & Colorants,ColorPlus Manufacturing,39.66990102
1451,1452,SI8599,Solvents,Sunlight Industries,53.68151252
1452,1453,SI7017,Commodity Resins,Sunlight Industries,4.068514953
1453,1454,CP5644,Specialty Resins,ColorPlus Manufacturing,21.40305244
1454,1455,PO9342,Packaging,Pioneer Packaging,20.22232942
1455,1456,SI9085,Additives,Sunlight Industries,33.1222728
1456,1457,SI0179,Latex & Monomers,Sunlight Industries,32.08844904
1457,1458,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.532478254
1458,1459,CP5644,Specialty Resins,ColorPlus Manufacturing,22.93784813
1459,1460,CP5644,Specialty Resins,ColorPlus Manufacturing,41.38075812
1460,1461,CP7899,Pigments & Colorants,ColorPlus Manufacturing,131.8331354
1461,1462,SI8599,Solvents,Sunlight Industries,59.94083684
1462,1463,SI9085,Additives,Sunlight Industries,75.82154585
1463,1464,SI0179,Latex & Monomers,Sunlight Industries,66.70232611
1464,1465,SI9085,Additives,Sunlight Industries,30.68558478
1465,1466,SI8599,Solvents,Sunlight Industries,17.60440109
1466,1467,CP7899,Pigments & Colorants,ColorPlus Manufacturing,127.9568151
1467,1468,SI8599,Solvents,Sunlight Industries,24.96877633
1468,1469,CP7899,Pigments & Colorants,ColorPlus Manufacturing,110.2077109
1469,1470,CP5644,Specialty Resins,ColorPlus Manufacturing,20.20679667
1470,1471,CP7899,Pigments & Colorants,ColorPlus Manufacturing,114.4116384
1471,1472,CP5644,Specialty Resins,ColorPlus Manufacturing,24.79999675
1472,1473,CP5644,Specialty Resins,ColorPlus Manufacturing,17.66428167
1473,1474,PO9342,Packaging,Pioneer Packaging,29.73155758
1474,1475,SI0179,Latex & Monomers,Sunlight Industries,35.82072076
1475,1476,SI9085,Additives,Sunlight Industries,71.75109035
1476,1477,SI7017,Commodity Resins,Sunlight Industries,5.949450779
1477,1478,PO9342,Packaging,Pioneer Packaging,16.97972217
1478,1479,SI9085,Additives,Sunlight Industries,62.62615511
1479,1480,PO9342,Packaging,Pioneer Packaging,22.61199138
1480,1481,PO9342,Packaging,Pioneer Packaging,23.96231707
1481,1482,CP4560,Titanium Dioxides,ColorPlus Manufacturing,7.230937345
1482,1483,SI7017,Commodity Resins,Sunlight Industries,6.421910542
1483,1484,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.714836006
1484,1485,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.911985553
1485,1486,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.42870381
1486,1487,CP5644,Specialty Resins,ColorPlus Manufacturing,22.14905668
1487,1488,SI8599,Solvents,Sunlight Industries,25.74855142
1488,1489,SI0179,Latex & Monomers,Sunlight Industries,97.24681634
1489,1490,SI7017,Commodity Resins,Sunlight Industries,9.906495382
1490,1491,SI7017,Commodity Resins,Sunlight Industries,4.376482765
1491,1492,CP7899,Pigments & Colorants,ColorPlus Manufacturing,120.0141393
1492,1493,SI0179,Latex & Monomers,Sunlight Industries,67.59278797
1493,1494,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.161055452
1494,1495,CP7899,Pigments & Colorants,ColorPlus Manufacturing,37.87496385
1495,1496,CP7899,Pigments & Colorants,ColorPlus Manufacturing,47.3573173
1496,1497,CP7899,Pigments & Colorants,ColorPlus Manufacturing,47.15247322
1497,1498,SI8599,Solvents,Sunlight Industries,35.30618517
1498,1499,CP5644,Specialty Resins,ColorPlus Manufacturing,38.79427511
1499,1500,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.73096885
1500,1501,SI7017,Commodity Resins,Sunlight Industries,5.474193912
1501,1502,CP4560,Titanium Dioxides,ColorPlus Manufacturing,5.808038913
1502,1503,CP5644,Specialty Resins,ColorPlus Manufacturing,29.0417821
1503,1504,SI9085,Additives,Sunlight Industries,11.39390042
1504,1505,CP5644,Specialty Resins,ColorPlus Manufacturing,24.98154536
1505,1506,CP5644,Specialty Resins,ColorPlus Manufacturing,15.08070347
1506,1507,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.72495691
1507,1508,SI9085,Additives,Sunlight Industries,23.19909536
1508,1509,SI0179,Latex & Monomers,Sunlight Industries,47.25776415
1509,1510,SI9085,Additives,Sunlight Industries,73.85262343
1510,1511,PO9342,Packaging,Pioneer Packaging,12.30314568
1511,1512,CP7899,Pigments & Colorants,ColorPlus Manufacturing,85.35807021
1512,1513,PO9342,Packaging,Pioneer Packaging,14.36581844
1513,1514,SI7017,Commodity Resins,Sunlight Industries,6.375806205
1514,1515,SI9085,Additives,Sunlight Industries,65.83748171
1515,1516,SI7017,Commodity Resins,Sunlight Industries,8.228402336
1516,1517,PO9342,Packaging,Pioneer Packaging,22.98725491
1517,1518,PO9342,Packaging,Pioneer Packaging,22.61892784
1518,1519,SI9085,Additives,Sunlight Industries,61.93494532
1519,1520,PO9342,Packaging,Pioneer Packaging,25.21626224
1520,1521,CP7899,Pigments & Colorants,ColorPlus Manufacturing,134.0148312
1521,1522,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.619550793
1522,1523,SI9085,Additives,Sunlight Industries,26.46593649
1523,1524,SI7017,Commodity Resins,Sunlight Industries,5.907168242
1524,1525,SI8599,Solvents,Sunlight Industries,54.43326087
1525,1526,SI9085,Additives,Sunlight Industries,67.55807873
1526,1527,SI9085,Additives,Sunlight Industries,33.89769031
1527,1528,SI8599,Solvents,Sunlight Industries,24.30205656
1528,1529,SI9085,Additives,Sunlight Industries,26.70618971
1529,1530,PO9342,Packaging,Pioneer Packaging,15.01961071
1530,1531,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.092989608
1531,1532,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.999955352
1532,1533,SI9085,Additives,Sunlight Industries,32.0768654
1533,1534,CP7899,Pigments & Colorants,ColorPlus Manufacturing,127.7248949
1534,1535,PO9342,Packaging,Pioneer Packaging,28.72904302
1535,1536,SI7017,Commodity Resins,Sunlight Industries,5.947462031
1536,1537,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.47683265
1537,1538,SI7017,Commodity Resins,Sunlight Industries,8.435297493
1538,1539,SI8599,Solvents,Sunlight Industries,52.49714736
1539,1540,SI9085,Additives,Sunlight Industries,47.27659125
1540,1541,SI8599,Solvents,Sunlight Industries,43.60190572
1541,1542,CP7899,Pigments & Colorants,ColorPlus Manufacturing,131.4240013
1542,1543,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.61402285
1543,1544,PO9342,Packaging,Pioneer Packaging,20.83492856
1544,1545,CP5644,Specialty Resins,ColorPlus Manufacturing,24.79037103
1545,1546,PO9342,Packaging,Pioneer Packaging,22.49554959
1546,1547,CP7899,Pigments & Colorants,ColorPlus Manufacturing,149.0361485
1547,1548,SI7017,Commodity Resins,Sunlight Industries,3.637769389
1548,1549,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.714653468
1549,1550,CP5644,Specialty Resins,ColorPlus Manufacturing,43.6344438
1550,1551,SI9085,Additives,Sunlight Industries,43.56568949
1551,1552,CP7899,Pigments & Colorants,ColorPlus Manufacturing,132.7754384
1552,1553,CP7899,Pigments & Colorants,ColorPlus Manufacturing,65.59874527
1553,1554,CP5644,Specialty Resins,ColorPlus Manufacturing,22.22725658
1554,1555,SI9085,Additives,Sunlight Industries,74.08850007
1555,1556,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.349055326
1556,1557,CP7899,Pigments & Colorants,ColorPlus Manufacturing,120.2868797
1557,1558,SI8599,Solvents,Sunlight Industries,25.60018517
1558,1559,SI8599,Solvents,Sunlight Industries,58.33406129
1559,1560,CP4560,Titanium Dioxides,ColorPlus Manufacturing,12.06005063
1560,1561,CP5644,Specialty Resins,ColorPlus Manufacturing,33.56755095
1561,1562,PO9342,Packaging,Pioneer Packaging,27.34832228
1562,1563,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.05114979
1563,1564,PO9342,Packaging,Pioneer Packaging,13.3286256
1564,1565,CP7899,Pigments & Colorants,ColorPlus Manufacturing,90.62503638
1565,1566,CP7899,Pigments & Colorants,ColorPlus Manufacturing,79.70717973
1566,1567,PO9342,Packaging,Pioneer Packaging,27.20241564
1567,1568,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.515170128
1568,1569,SI0179,Latex & Monomers,Sunlight Industries,58.50661889
1569,1570,CP5644,Specialty Resins,ColorPlus Manufacturing,18.37345705
1570,1571,SI9085,Additives,Sunlight Industries,56.06707218
1571,1572,SI0179,Latex & Monomers,Sunlight Industries,71.22033525
1572,1573,PO9342,Packaging,Pioneer Packaging,17.61747925
1573,1574,CP7899,Pigments & Colorants,ColorPlus Manufacturing,64.91431013
1574,1575,SI8599,Solvents,Sunlight Industries,27.26270153
1575,1576,SI7017,Commodity Resins,Sunlight Industries,6.678591734
1576,1577,CP7899,Pigments & Colorants,ColorPlus Manufacturing,48.02296562
1577,1578,SI8599,Solvents,Sunlight Industries,21.95300321
1578,1579,SI8599,Solvents,Sunlight Industries,47.79512743
1579,1580,SI8599,Solvents,Sunlight Industries,55.33578021
1580,1581,PO9342,Packaging,Pioneer Packaging,14.18211535
1581,1582,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.7495099
1582,1583,CP4560,Titanium Dioxides,ColorPlus Manufacturing,9.218152457
1583,1584,CP7899,Pigments & Colorants,ColorPlus Manufacturing,43.35319818
1584,1585,SI8599,Solvents,Sunlight Industries,53.13836547
1585,1586,CP7899,Pigments & Colorants,ColorPlus Manufacturing,101.4874857
1586,1587,SI8599,Solvents,Sunlight Industries,58.02239525
1587,1588,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.995183715
1588,1589,PO9342,Packaging,Pioneer Packaging,26.89311825
1589,1590,PO9342,Packaging,Pioneer Packaging,21.83606551
1590,1591,SI7017,Commodity Resins,Sunlight Industries,4.861091297
1591,1592,CP7899,Pigments & Colorants,ColorPlus Manufacturing,135.8756588
1592,1593,SI8599,Solvents,Sunlight Industries,29.14776089
1593,1594,CP5644,Specialty Resins,ColorPlus Manufacturing,38.27647263
1594,1595,PO9342,Packaging,Pioneer Packaging,27.16798493
1595,1596,CP4560,Titanium Dioxides,ColorPlus Manufacturing,11.05898213
1596,1597,SI8599,Solvents,Sunlight Industries,29.77085769
1597,1598,SI0179,Latex & Monomers,Sunlight Industries,89.6247765
1598,1599,CP7899,Pigments & Colorants,ColorPlus Manufacturing,141.3251436
1599,1600,CP5644,Specialty Resins,ColorPlus Manufacturing,33.58062327
1600,1601,CP5644,Specialty Resins,ColorPlus Manufacturing,31.50051613
1601,1602,CP4560,Titanium Dioxides,ColorPlus Manufacturing,13.30998894
1602,1603,SI8599,Solvents,Sunlight Industries,18.86623179
1603,1604,CP5644,Specialty Resins,ColorPlus Manufacturing,31.70921697
1604,1605,SI8599,Solvents,Sunlight Industries,50.5560489
1605,1606,SI0179,Latex & Monomers,Sunlight Industries,63.62533002
1606,1607,CP5644,Specialty Resins,ColorPlus Manufacturing,20.82622702
1607,1608,CP5644,Specialty Resins,ColorPlus Manufacturing,16.56479131
1608,1609,SI0179,Latex & Monomers,Sunlight Industries,48.25001805
1609,1610,SI7017,Commodity Resins,Sunlight Industries,7.51520744
1610,1611,SI9085,Additives,Sunlight Industries,72.883419
1611,1612,CP5644,Specialty Resins,ColorPlus Manufacturing,38.6414607
1612,1613,CP7899,Pigments & Colorants,ColorPlus Manufacturing,83.40739079
1613,1614,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.564480892
1614,1615,SI7017,Commodity Resins,Sunlight Industries,8.863616922
1615,1616,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.33043205
1616,1617,PO9342,Packaging,Pioneer Packaging,14.36676633
1617,1618,SI7017,Commodity Resins,Sunlight Industries,7.241864393
1618,1619,CP7899,Pigments & Colorants,ColorPlus Manufacturing,136.2908869
1619,1620,SI0179,Latex & Monomers,Sunlight Industries,83.62675438
1620,1621,SI8599,Solvents,Sunlight Industries,23.80145061
1621,1622,SI7017,Commodity Resins,Sunlight Industries,6.680074493
1622,1623,CP4560,Titanium Dioxides,ColorPlus Manufacturing,14.76483832
1623,1624,SI8599,Solvents,Sunlight Industries,48.46305162
1624,1625,CP7899,Pigments & Colorants,ColorPlus Manufacturing,89.73260819
1625,1626,SI8599,Solvents,Sunlight Industries,30.82526395
1626,1627,PO9342,Packaging,Pioneer Packaging,17.64139957
1627,1628,CP5644,Specialty Resins,ColorPlus Manufacturing,22.63011475
1628,1629,SI8599,Solvents,Sunlight Industries,25.96919277
1629,1630,SI0179,Latex & Monomers,Sunlight Industries,74.5516549
1630,1631,PO9342,Packaging,Pioneer Packaging,17.44936853
1631,1632,CP7899,Pigments & Colorants,ColorPlus Manufacturing,78.02081799
1632,1633,SI7017,Commodity Resins,Sunlight Industries,5.356972214
1633,1634,CP7899,Pigments & Colorants,ColorPlus Manufacturing,78.36600832
1634,1635,SI0179,Latex & Monomers,Sunlight Industries,35.31421259
1635,1636,CP5644,Specialty Resins,ColorPlus Manufacturing,39.91222287
1636,1637,SI0179,Latex & Monomers,Sunlight Industries,68.40374829
1637,1638,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.749905281
1638,1639,PO9342,Packaging,Pioneer Packaging,14.5044623
1639,1640,CP4560,Titanium Dioxides,ColorPlus Manufacturing,8.95292482
1640,1641,PO9342,Packaging,Pioneer Packaging,16.10487295
1641,1642,SI7017,Commodity Resins,Sunlight Industries,7.214243009
1642,1643,PO9342,Packaging,Pioneer Packaging,14.43171018
1643,1644,SI7017,Commodity Resins,Sunlight Industries,4.762025236
1644,1645,SI8599,Solvents,Sunlight Industries,44.59636157
1645,1646,CP5644,Specialty Resins,ColorPlus Manufacturing,28.06274899
1646,1647,PO9342,Packaging,Pioneer Packaging,14.73149295
1647,1648,SI9085,Additives,Sunlight Industries,23.41403594
1648,1649,CP4560,Titanium Dioxides,ColorPlus Manufacturing,6.316661437
1649,1650,PO9342,Packaging,Pioneer Packaging,22.34508776
